^m^	にこにこ にこ にこっ
:|	よこおき しんけん
:(	よこおき おこる かなしい やだね～
:-(	よこおき おこる かなしい やだね～
:-)	よこおき すまいる こんにちは なんちゃって
:-P	よこおき したぺろり
:-O	よこおき さけび ぼうぜん
:-|	よこおき どうしましょう・・
;-(	よこおき なく なみだ しくしく
○o。	ごぼごぼ
○o。.	ごぼごぼ ぶくぶく あわ
Ｃ:。ミ	どうぶつ たこ
|:3ミ	よこおき ばかぼんのぱぱ
|彡ｻｯ	さっ
くコ:彡	どうぶつ いか
●～*	ばくだん
・ｖ・	にこ
・３・	ぶー
−３−	ぶー
<3	よこおき はーと
：8]	よこおき ごりら どうぶつ
.。o○	ごぼごぼ ぶくぶく あわ
ʕ•ٹ•ʔ	どうぶつ
ʕ•ӫ̫͡•ʔ	どうぶつ
ʕº̫͡ºʔ	どうぶつ
Uo･ｪ･oU	どうぶつ いぬ
U^ｪ^U	どうぶつ いぬ
•́ε•̀٥	ぶー
(•ө•)♡	はーと
＼(-o-)／	わーい にこにこ ばんざい
＼(~o~)／	にこにこ ばんざい
＼(◎o◎)／！	びっくり
＼(^o^)／ｵﾜﾀ	おわた
(^^)/~~~	ばいばい さようなら さよなら さようなら さよなら
(^.^)/~~~	ばいばい さようなら さよなら さようなら さよなら
(@^^)/~~~	ばいばい さようなら さよなら さようなら さよなら
(ToT)/~~~	ばいばい さようなら さよなら
(T_T)/~~~	ばいばい さようなら さよなら さようなら さよなら
(;_;)/~~~	ばいばい さようなら さよなら さようなら さよなら なみだ なく えーん
($・・)/~~~	ばいばい さようなら さよなら
( ´ー｀)y-~~	たばこ いっぷく
( ´Д｀)=3	ためいき はぁ
( TДT)	なみだ なく えーん
(#･∀･)	いかり きー
(/･ω･)/	ばんざい
(　･ิω･ิ)	まゆ きり きりっ
(･ิω･ิ)	まゆ
( ･ิω･ิ)	まゆ きり きりっ
( ･ิϖ･ิ)	まゆ
( ･ั﹏･ั)	うーん
(･ัω･ั)	うーん
( ･`ω･´)	まゆ しゃきーん
(； ･`ω･´)	あせ
(； ･`д･´)	あせ まゆ
( ･`д･´)	まゆ しゃきーん
( ･´ｰ･｀)どや	どや どやがお
(*´σｰ｀)ｴﾍﾍ	えへへ
(*ﾉω・*)ﾃﾍ	てれ ぽっ てへ
(*'ω'*)	てれ
(*‘ω‘ *)	にこ にこにこ
(´vωv`*)	てれ
(´-﹏-`；)	あせ
（´(ｪ)｀）	くまー くま どうぶつ
（・(ｪ)・）	くまー くま どうぶつ
（*´▽｀*）	もえ
(*´ω｀*)ﾓｷｭ	もきゅ
(*´ｪ｀*)ﾎﾟｯ	てれ ぽっ
(´∀｀*)ｳﾌﾌ	うふふ
(´ε｀；)ｳｰﾝ…	うーん あせ
(´；ω；｀)ｳｯ…	うっ なみだ なく しくしく
(´；ω；｀)ﾌﾞﾜｯ	ぶわっ なみだ なく しくしく
"( ´,_ゝ｀)ﾌﾟｯ"	ぷっ
"(⌒,_ゝ⌒)"	にこっ ぷっ
(*>_<*)ﾉ	てれ
(*￣(ｴ)￣*)	どうぶつ くま
(￣ー￣)ﾆﾔﾘ	にやり
(￣ー￣)ｂｸﾞｯ!	ぐっ
( ´∀｀)bｸﾞｯ!	ぐっ
( ・∀・)ｲｲ!!	いい
(・∀・)ｲｲ!!	いい
(・∀・)ｲｲﾈ!!	いいね
ｶﾜ(・∀・)ｲｲ!!	かわいい
（・∀・）ﾆﾔﾆﾔ	にやにや
(人∀・)ﾀﾉﾑ	たのむ
(つд⊂)ｴｰﾝ	えーん
(´д⊂)‥ﾊｩ	はぅ
(´Д⊂ｸﾞｽﾝ	ぐすん なく
(ㆀ˘･з･˘)	あせ
(o・ω・o)	にこ にこにこ
(//∇//)	てれ
❤(ӦｖӦ｡)	てれ はーと
ﾈﾑｲ(´･ωゞ)	ねむい
_φ(･_･	めも
•̀.̫•́✧	きりっ
ʕ•̀ω•́ʔ✧	どうぶつ
(๑•̀ㅁ•́๑)✧	きりっ
( •̀ㅁ•́;)	あせ
(๑•̀ㅂ•́)و✧	よし ぐっ
(*°∀°)=3	もえ
(ー_ー)!!	じとっ じと びっくり
（ ＾ω＾）おっ	おっ
( ˘ω˘)ｽﾔｧ	すやあ すやぁ
( ˘ω˘)ｸｿﾈﾐ	くそねみ
( ^ω^ )ﾆｺﾆｺ	にこにこ
( ^)o(^ )	にこにこ わーい
( ^^) _U~~	おちゃ
( ^^) _旦~~	おちゃ
( ﾟДﾟ)y─┛~~	たばこ いっぷく
( ﾟдﾟ)ﾎﾟｶｰﾝ	ぽかーん
( ﾟдﾟ )ｸﾜｯ!!	くわっ
( ﾟдﾟ )彡そう！	そう ふりむき
щ(ﾟдﾟщ)ｶﾓｰﾝ	かもーん
(ﾟＡﾟ;)ｺﾞｸﾘ	ごくり
(ﾟＡﾟ;)ｺﾞｸﾘ	ごくり あせ
(ﾟ∀ﾟ)ｷﾀｺﾚ!!	きたこれ
(;ﾟ∀ﾟ)=3ﾑｯﾊｰ	むっはー むはー
(;ﾟ∀ﾟ)=3ﾊｧﾊｧ	はぁはぁ あせ
ヽ(ﾟ∀ﾟ)ﾉ ﾊﾟｯ☆	ぱっ
ヽ(`Д´)ﾉﾌﾟﾝﾌﾟﾝ	ぷんぷん こら いかり
ヽ(｀Д´#)ﾉ ﾑｷｰ!!	むきー
Σヽ(｀д´；)ﾉ うおおおお！	うおお うおおおお
|ω・｀)ﾉ ﾔｧ	やぁ
┐(´д｀)┌ﾔﾚﾔﾚ	やれやれ
(;´д｀)ﾄﾎﾎ…	とほほ あせ
(∩´∀｀)∩ﾜｰｲ	わーい
( ´ー｀)ﾌｩｰ．．．	ふぅ
(´～｀)ﾓｸﾞﾓｸﾞ	もぐもぐ
(つд⊂)ｺﾞｼｺﾞｼ	ごしごし
(つ∀-)ｵﾔｽﾐｰ	おやすみ ねる
(-。-)y-゜゜゜	いっぷく たばこ
(^。^)y-.。o○	いっぷく たばこ
（´-`）.｡oO	うーん
（｀ェ´）ﾋﾟｬｰ	ぴゃー
☆（ゝω・）vｷｬﾋﾟ	きゃぴ
（＾ω＾）ﾍﾟﾛﾍﾟﾛ	ぺろぺろ
(ΦωΦ)ﾌﾌﾌ…	ふふふ
ヽ(･ω･)/ｽﾞｺｰ	ずこー
(｢・ω・)｢ｶﾞｵｰ	がおー
(｀・ω・´)ｼｬｷｰﾝ	しゃきーん
(´・ω・｀)ｼｮﾎﾞｰﾝ	しょぼーん
(´・ω:;.:...	しょぼーん
(´∀｀∩)↑age↑	あげ
v(´∀｀*v)ﾋﾟｰｽ	ぴーす ぶい
ε-(´∀｀*)ﾎｯ	ほっ
｡ﾟ(ﾟ´Д｀ﾟ)ﾟ｡	しくしく なく えーん なみだ
ﾟ(ﾟ´ω`ﾟ)ﾟ｡ﾋﾟｰ	ぴー
ι(´Д｀υ)ｱﾂｨｰ	あついー
φ(..)メモメモ	めも めもめも
Ω＼ζ°)ﾁｰﾝ	ちーん
¯\_(ツ)_/¯	すくめる
┌(_Д_┌ )┐	ぶりっじ
( ´ ▽ ` )ﾉ	はーい
(  Д ) ﾟ ﾟ	ぽーん
(´ . .̫ . `)	しょぼーん
(๑´•.̫ • `๑)	しょぼーん
(╯°□°）╯︵ ┻━┻	ちゃぶだい
(ノ｀Д´)ノ彡┻━┻	ちゃぶだい ちゃぶだいがえし
( ｀・∀・´)ﾉﾖﾛｼｸ	よろしく
(ヾﾉ･∀･`)ﾑﾘﾑﾘ	むりむり
(ヾﾉ･∀･`)ﾅｲﾅｲ	ないない
｡･ﾟ･(ﾉД`)･ﾟ･｡	なみだ しくしく えーん
｡･ﾟ･(ﾉ∀`)･ﾟ･｡	なみだ なく えーん
ε≡≡ﾍ( ´Д`)ﾉ	だっしゅ
( ｰ`дｰ´)ｷﾘｯ	きりっ まゆ
ヾ(*´∀｀*)ﾉｷｬｯｷｬ	きゃっ きゃっきゃ
ヾ(｡>﹏<｡)ﾉﾞ✧*。	うれしい
(*˘︶˘*).｡.:*♡	はーと
(人´∀｀)．☆．。．:*･ﾟ	うっとり
((o(´∀｀)o))ﾜｸﾜｸ	わくわく
(σ・∀・)σｹﾞｯﾂ!!	げっつ
( ﾟ∀ﾟ)･∵. ｸﾞﾊｯ!!	ぐはっ
( T_T)＼(^-^ )	よしよし
＿|￣|○ il||li	がーん
⊂ﾟＵ┬───┬~	いぬ どうぶつ みにちゅあだっくす
m9(^Д^)ﾌﾟｷﾞｬｰ	ぷぎゃー
(*´･ω･)(･ω･｀*)ﾈｰ	ねー
c(`Д´と⌒ｃ)つ彡 ﾔﾀﾞﾔﾀﾞ	やだやだ
(-_-)/~~~ピシー!ピシー!	ぴしー
(゜∀。)ﾜﾋｬﾋｬﾋｬﾋｬﾋｬﾋｬ	あひゃ わひゃ
( ‘д‘⊂彡☆))Д´) ﾊﾟｰﾝ	ぱーん
工ｴｴｪｪ(´д｀)ｪｪｴｴ工	ええ えぇ
ｷﾀ━━━━(ﾟ∀ﾟ)━━━━!!	きたー
(((((((((((っ･ω･)っ ﾌﾞｰﾝ	ぶーん
((((；ﾟДﾟ))))ｶﾞｸｶﾞｸﾌﾞﾙﾌﾞﾙ	がくぶる
(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)	なみだ なく
(。-ω-)zzz. . . (。ﾟωﾟ) ﾊｯ!	ねる ぐーぐー
(:3[▓▓]	ねる ふとん
(¦3[▓▓]	ねる ふとん
=͟͟͞͞ (¦3[▓▓]	ねる ふとん
